GEOID,DAC_NAME,DAC_NAMELSAD,Pop16,HH16,MHI16,DAC16,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
658191,Poplar-Cotton Center,Poplar-Cotton Center CDP,3009,728,21890,Y,1.28335922,99,5-022,5-022.13,SAN JOAQUIN VALLEY,Lower Tule River Irrigation District GSA,163.9192866,1.112983242,0.867242176
678750,Tipton,Tipton CDP,2993,706,32895,Y,1.009714776,99,5-022,5-022.13,SAN JOAQUIN VALLEY,Lower Tule River Irrigation District GSA,163.9192866,1.009714776,1
686482,Woodville,Woodville CDP,1748,449,31375,Y,4.351500541,99,5-022,5-022.13,SAN JOAQUIN VALLEY,Lower Tule River Irrigation District GSA,163.9192866,4.351500541,1
657512,Pixley,Pixley CDP,3840,802,32845,Y,3.114453454,100,5-022,5-022.13,SAN JOAQUIN VALLEY,Pixley Irrigation District GSA,109.1976165,3.114453454,1
678336,Teviston,Teviston CDP,1241,278,25429,Y,2.171024764,100,5-022,5-022.13,SAN JOAQUIN VALLEY,Pixley Irrigation District GSA,109.1976165,2.171024764,1
601010,Allensworth,Allensworth CDP,561,130,29091,Y,3.102350824,102,5-022,5-022.13,SAN JOAQUIN VALLEY,Tri-County Water Authority GSA - Tule,94.96881986,3.102350824,1
609332,Buttonwillow,Buttonwillow CDP,1324,354,34352,Y,6.927077254,86,5-022,5-022.14,SAN JOAQUIN VALLEY,Buena Vista Water Storage District GSA,79.76881109,1.536822886,0.221857333
644826,McFarland,McFarland city,13391,2925,33687,Y,2.668054165,83,5-022,5-022.14,SAN JOAQUIN VALLEY,City of McFarland GSA,2.666456536,2.59558068,0.972836577
630987,Greenfield,Greenfield CDP,4582,1367,46206,Y,1.44686338,87,5-022,5-022.14,SAN JOAQUIN VALLEY,Greenfield County Water District GSA,3.440350644,1.273197085,0.879970495
640088,Lamont,Lamont CDP,15439,3664,34421,Y,4.625789491,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,1.725622745,0.373043942
644280,Lost Hills,Lost Hills CDP,2013,479,30583,Y,5.562639057,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,4.650360359,0.835998941
671106,Shafter,Shafter city,17801,4476,41085,Y,27.94450938,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,27.76145436,0.993449338
683542,Wasco,Wasco city,26061,5254,39559,Y,9.425850557,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,9.380760991,0.995216393
618394,Delano,Delano city,52538,11046,36265,Y,14.35512281,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,14.32423035,0.997847984
602924,Arvin,Arvin city,20562,4649,36524,Y,4.819346315,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,4.819346315,1
621558,Edmundson Acres,Edmundson Acres CDP,333,70,45000,Y,0.066498009,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.066498009,1
647164,Mettler,Mettler CDP,124,47,38036,Y,0.232543738,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.232543738,1
647192,Mexican Colony,Mexican Colony CDP,368,89,22639,Y,0.031780499,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.031780499,1
672338,Smith Corner,Smith Corner CDP,744,124,40921,Y,0.219552274,88,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern Groundwater Authority GSA,1592.495818,0.219552274,1
630987,Greenfield,Greenfield CDP,4582,1367,46206,Y,1.44686338,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.173662615,0.120026961
640088,Lamont,Lamont CDP,15439,3664,34421,Y,4.625789491,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,2.89736243,0.626349823
653448,Oildale,Oildale CDP,34277,12675,36866,Y,6.532564602,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,6.40458152,0.980408447
683863,Weedpatch,Weedpatch CDP,2394,627,28451,Y,3.561244228,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,3.502901677,0.983617369
627190,Fuller Acres,Fuller Acres CDP,853,226,32763,Y,0.754339171,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.75100329,0.995577744
644280,Lost Hills,Lost Hills CDP,2013,479,30583,Y,5.562639057,85,5-022,5-022.14,SAN JOAQUIN VALLEY,Semitropic Water Storage District GSA,350.3157266,0.910587369,0.163697008
609332,Buttonwillow,Buttonwillow CDP,1324,354,34352,Y,6.927077254,85,5-022,5-022.14,SAN JOAQUIN VALLEY,Semitropic Water Storage District GSA,350.3157266,5.284672494,0.762900759
645736,Maricopa,Maricopa city,1115,393,33295,Y,1.501782725,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,1.061380553,0.706747078
644924,McKittrick,McKittrick CDP,121,38,43125,Y,2.61711278,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,2.361074156,0.902167524
680784,Tupman,Tupman CDP,216,62,35833,Y,0.527905099,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,0.519968269,0.984965423
677574,Taft,Taft city,9128,2428,49844,Y,15.26353229,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,15.25380643,0.999362804
624764,Ford City,Ford City CDP,4735,1345,32441,Y,1.534638441,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,1.534638441,1
673388,South Taft,South Taft CDP,1423,416,40625,Y,1.076137589,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,1.076137589,1
677588,Taft Heights,Taft Heights CDP,2827,903,43945,Y,0.295872379,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,0.295872379,1
681722,Valley Acres,Valley Acres CDP,456,181,44583,Y,4.12250713,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,4.12250713,1
656294,Pearsonville,Pearsonville CDP,27,12,0,Data Not Available,4.221874216,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,4.221874216,1
613157,China Lake Acres,China Lake Acres CDP,2090,823,38229,Y,5.210781238,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,5.210781238,1
607596,Borrego Springs,Borrego Springs CDP,2328,1111,34046,Y,43.40863844,30,7-024,7-024.01,BORREGO VALLEY,Borrego Valley GSA - Borrego Springs,98.0237615,41.29186472,0.951236118
